"user_id","course_id","chapter_id","lesson_id"
"1718","7","1","3"
"1718","9","2","1"
"1718","16","1","2"
"1724","1","1","1"
"1725","1","6","5"
"1725","3","1","1"
"1730","1","4","1"
"1733","1","6","6"
"1733","3","3","8"
"1735","1","5","4"
"1739","1","6","6"
"1739","3","9","1"
"1739","4","4","1"
"1739","5","4","6"
"1739","7","1","4"
"1739","9","2","3"
"1739","10","4","1"
"1739","11","5","1"
"1739","12","7","4"
"1740","1","1","1"
"1741","1","1","1"
"1741","3","8","6"
"1741","4","4","1"
"1741","5","4","6"
"1741","9","2","5"
"1741","10","2","4"
"1741","11","5","3"
"1741","12","7","7"
"1742","9","1","1"
"1744","1","1","2"
"1748","1","2","1"
"1748","3","1","3"
"1748","4","2","1"
"1748","9","1","1"
"1749","1","2","2"
"1753","1","6","7"
"1753","3","9","1"
"1753","4","2","7"
"1754","4","1","1"
"1755","1","5","4"
"1755","3","5","5"
"1755","4","2","1"
"1755","5","1","1"
"1755","9","1","1"
"1756","3","3","1"
"1757","1","2","4"
"1757","3","3","5"
"1757","4","2","7"
"1757","5","3","3"
"1758","1","2","1"
"1761","1","3","3"
"1761","3","3","8"
"1761","4","2","8"
"1761","5","2","9"
"1761","7","2","4"
"1761","9","2","5"
"1761","10","1","1"
"1761","12","5","3"
"1762","1","5","1"
"1763","1","6","7"
"1763","3","2","8"
"1764","1","1","1"
"1765","1","5","5"
"1765","4","1","1"
"1766","1","1","1"
"1767","1","5","5"
"1767","3","6","4"
"1767","4","3","6"
"1767","5","1","1"
"1768","1","3","2"
"1768","3","2","1"
"1769","1","3","2"
"1770","1","6","1"
"1770","2","1","1"
"1770","3","6","1"
"1770","4","3","7"
"1770","5","4","7"
"1772","1","2","1"
"1773","1","5","5"
"1773","3","8","6"
"1773","4","3","1"
"1773","5","4","6"
"1773","7","1","1"
"1773","9","1","6"
"1773","10","1","1"
"1773","12","1","1"
"1775","1","6","7"
"1775","3","4","2"
"1775","4","3","7"
"1775","5","1","2"
"1775","7","1","1"
"1775","9","2","1"
"1775","10","4","1"
"1775","11","5","1"
"1775","12","1","1"
"1776","1","6","7"
"1776","3","5","4"
"1776","4","2","1"
"1777","1","6","7"
"1777","3","5","1"
"1778","1","1","2"
"1781","1","2","3"
"1781","3","7","1"
"1781","4","3","4"
"1781","5","4","6"
"1781","7","2","3"
"1781","9","2","1"
"1781","12","1","1"
"1782","1","2","4"
"1784","3","8","7"
"1784","4","1","1"
"1785","1","6","7"
"1785","3","1","1"
"1786","1","6","1"
"1786","3","8","3"
"1786","4","3","2"
"1786","5","1","7"
"1786","7","2","5"
"1786","9","2","1"
"1786","10","1","1"
"1786","12","1","1"
"1786","13","1","1"
"1786","16","1","1"
"1787","1","4","4"
"1789","1","5","4"
"1789","3","7","5"
"1790","1","6","7"
"1790","3","1","6"
"1791","1","6","6"
"1791","3","7","7"
"1791","4","1","1"
"1791","5","4","6"
"1791","7","2","2"
"1791","9","2","5"
"1794","13","1","1"
"1796","1","2","2"
"1797","1","5","6"
"1797","3","6","4"
"1797","4","4","1"
"1797","5","1","1"
"1797","11","1","1"
"1800","1","2","3"
"1800","16","1","1"
"1803","1","6","7"
"1803","3","2","3"
"1809","1","6","7"
"1809","3","8","5"
"1809","4","3","1"
"1810","1","3","4"
"1810","3","7","10"
"1810","4","1","1"
"1810","5","1","1"
"1810","7","2","4"
"1810","9","1","2"
"1810","10","4","1"
"1810","11","5","3"
"1810","12","7","4"
"1810","13","1","1"
"1810","14","1","1"
"1810","15","1","1"
"1810","16","1","1"
"1812","1","1","1"
"1813","1","6","7"
"1813","4","2","1"
"1815","1","2","3"
"1818","1","1","1"
"1818","3","4","9"
"1818","4","3","7"
"1819","1","6","4"
"1819","3","4","8"
"1819","4","2","8"
"1819","5","4","7"
"1819","9","2","1"
"1821","1","2","1"
"1821","13","2","1"
"1822","1","3","2"
"1822","3","2","7"
"1823","1","6","1"
"1824","1","2","2"
"1824","3","9","1"
"1824","4","2","1"
"1824","5","1","2"
"1826","1","6","4"
"1826","3","1","3"
"1826","4","4","1"
"1826","5","4","7"
"1827","1","3","2"
"1827","3","1","6"
"1828","1","5","1"
"1831","1","1","2"
"1832","1","6","7"
"1832","3","5","4"
"1832","4","1","1"
"1834","1","1","1"
"1835","1","6","7"
"1835","4","2","4"
"1836","1","6","7"
"1836","3","7","7"
"1836","4","3","5"
"1836","5","2","7"
"1836","7","2","1"
"1838","1","6","7"
"1838","3","7","3"
"1838","4","1","1"
"1839","1","3","1"
"1839","11","1","1"
"1840","1","4","3"
"1847","1","1","2"
"1847","3","4","9"
"1847","4","2","3"
"1849","1","5","5"
"1851","1","2","3"
"1851","3","9","1"
"1851","4","3","6"
"1851","5","2","4"
"1852","1","6","4"
"1852","3","3","8"
"1852","4","1","1"
"1852","5","1","1"
"1852","12","1","1"
"1852","13","1","1"
"1852","14","2","3"
"1855","1","6","7"
"1855","3","1","1"
"1855","4","2","8"
"1858","1","6","7"
"1858","3","3","1"
"1858","9","1","3"
"1859","1","1","1"
"1861","1","2","3"
"1861","3","9","1"
"1861","4","3","2"
"1861","5","3","1"
"1862","1","6","7"
"1862","3","8","7"
"1862","4","3","6"
"1862","5","2","6"
"1862","7","1","6"
"1862","9","2","3"
"1862","10","4","1"
"1862","11","5","1"
"1862","12","7","5"
"1862","13","1","4"
"1867","1","1","2"
"1867","3","9","1"
"1869","1","6","7"
"1869","3","9","1"
"1869","4","2","7"
"1871","1","5","2"
"1871","3","7","4"
"1871","4","3","4"
"1871","5","4","6"
"1871","7","2","4"
"1871","9","2","2"
"1871","10","3","5"
"1871","11","3","4"
"1871","12","7","3"
"1871","13","2","3"
"1871","14","1","4"
"1871","15","1","1"
"1871","16","1","3"
"1872","1","3","3"
"1873","1","6","6"
"1873","3","8","6"
"1873","4","3","6"
"1873","5","4","6"
"1873","7","2","2"
"1873","9","2","3"
"1873","11","3","1"
"1873","12","6","2"
"1875","1","2","3"
"1878","1","1","1"
"1880","1","3","2"
"1880","3","1","3"
"1880","4","3","1"
"1880","5","1","1"
"1881","1","6","5"
"1881","3","9","1"
"1881","4","4","1"
"1881","9","2","5"
"1881","10","4","3"
"1881","11","5","3"
"1881","12","7","7"
"1881","13","1","3"
"1881","15","1","1"
"1883","1","1","1"
"1885","1","6","1"
"1885","3","7","1"
"1885","4","3","6"
"1885","5","2","1"
"1887","1","6","6"
"1887","3","7","10"
"1887","4","3","1"
"1887","5","1","1"
"1887","9","1","5"
"1887","11","1","1"
"1887","12","1","1"
"1887","13","1","1"
"1888","1","2","2"
"1888","3","1","1"
"1889","1","6","7"
"1889","3","3","3"
"1889","4","1","1"
"1890","1","1","1"
"1891","1","1","1"
"1895","1","1","1"
"1897","1","2","4"
"1897","3","1","7"
"1897","4","4","1"
"1897","5","4","6"
"1897","7","2","4"
"1897","9","2","5"
"1897","10","4","3"
"1897","11","5","3"
"1897","12","7","7"
"1897","13","2","4"
"1897","14","1","1"
"1897","15","1","1"
"1897","16","1","1"
"1898","13","2","1"
"1898","14","1","1"
"1899","1","2","3"
"1899","3","9","1"
"1899","4","4","1"
"1899","5","4","7"
"1899","7","2","4"
"1899","9","2","5"
"1899","10","1","1"
"1899","11","5","1"
"1899","12","1","1"
"1899","13","1","1"
"1899","14","1","1"
"1903","1","6","4"
"1903","3","7","11"
"1903","4","4","1"
"1903","5","3","1"
"1903","7","1","6"
"1903","9","2","1"
"1903","11","2","2"
"1903","12","7","5"
"1908","1","1","1"
"1912","1","6","7"
"1912","3","8","5"
"1912","4","3","5"
"1912","5","4","5"
"1912","12","1","1"
"1916","1","2","1"
"1917","1","6","7"
"1917","3","9","1"
"1917","4","3","7"
"1917","5","4","6"
"1917","7","2","4"
"1917","9","2","5"
"1917","11","5","1"
"1917","12","7","4"
"1920","1","2","3"
"1921","1","3","1"
"1921","4","2","2"
"1921","12","1","1"
"1926","1","6","7"
"1926","3","3","3"
"1927","1","2","4"
"1927","3","9","1"
"1927","4","2","4"
"1927","5","4","7"
"1927","7","2","4"
"1927","9","2","2"
"1927","10","4","1"
"1927","11","4","6"
"1927","12","7","5"
"1927","13","3","1"
"1927","14","1","1"
"1927","15","1","1"
"1927","16","1","2"
"1929","1","1","1"
"1929","3","3","1"
"1931","1","6","6"
"1931","3","9","1"
"1931","4","3","1"
"1931","5","1","7"
"1932","3","1","1"
"1934","1","2","3"
"1934","3","9","1"
"1934","4","4","1"
"1934","5","4","7"
"1934","7","2","5"
"1934","9","1","2"
"1934","13","1","1"
"1935","1","1","2"
"1935","3","3","8"
"1935","4","3","1"
"1935","5","4","7"
"1935","7","2","5"
"1935","9","2","3"
"1935","12","1","1"
"1937","1","1","1"
"1939","1","5","5"
"1939","3","1","4"
"1940","1","6","7"
"1940","3","4","1"
"1945","1","1","1"
"1947","1","5","5"
"1953","1","2","1"
"1955","1","6","2"
"1955","3","9","1"
"1955","4","3","1"
"1955","5","4","7"
"1955","7","2","1"
"1955","9","2","5"
"1955","10","1","1"
"1957","1","2","2"
"1958","1","6","7"
"1960","1","2","1"
"1960","3","1","5"
"1960","4","1","1"
"1960","5","1","1"
"1961","1","2","3"
"1964","1","2","1"
"1965","1","6","7"
"1965","3","5","5"
"1965","4","4","1"
"1965","5","4","7"
"1965","7","2","5"
"1965","9","2","3"
"1965","10","1","1"
"1965","11","1","2"
"1965","12","7","7"
"1966","1","1","2"
"1966","3","8","5"
"1966","4","3","2"
"1970","1","6","1"
"1970","3","3","3"
"1972","1","4","2"
"1972","3","7","9"
"1972","4","4","1"
"1972","5","4","7"
"1972","7","1","2"
"1976","1","6","5"
"1976","3","3","7"
"1977","1","1","1"
"1981","1","4","4"
"1981","3","7","1"
"1981","5","1","1"
"1982","3","1","1"
"1983","1","6","4"
"1983","3","4","9"
"1983","4","3","6"
"1984","1","6","1"
"1986","1","6","7"
"1987","1","2","4"
"1987","3","6","4"
"1987","4","4","1"
"1987","5","4","1"
"1987","9","1","1"
"1990","1","3","1"
"1992","1","1","1"
"1993","1","1","2"
"1993","3","4","9"
"1993","9","1","1"
"1995","1","6","7"
"1995","3","4","1"
"1995","4","3","7"
"1995","5","3","5"
"1995","9","2","1"
"1996","1","3","1"
"1998","1","1","1"
"1999","1","6","7"
"1999","3","8","4"
"1999","4","2","7"
"1999","5","3","5"
"1999","9","1","7"
"2000","1","6","5"
"2000","3","7","11"
"2000","4","2","5"
"2000","5","1","1"
"2000","12","1","1"
"2000","15","2","3"
"2002","1","1","2"
"2004","1","5","2"
"2004","3","6","2"
"2004","4","3","7"
"2004","5","4","7"
"2004","7","2","4"
"2004","9","1","1"
"2004","10","4","3"
"2004","11","1","1"
"2004","12","1","1"
"2004","13","3","1"
"2004","14","1","3"
"2005","1","6","7"
"2005","3","3","7"
"2006","1","6","7"
"2006","3","9","1"
"2006","4","3","2"
"2006","5","2","7"
"2006","7","2","1"
"2006","9","2","5"
"2006","10","1","2"
"2006","11","1","1"
"2006","12","3","1"
"2006","13","3","1"
"2006","14","1","1"
"2008","1","5","4"
"2008","3","2","7"
"2008","4","3","6"
"2008","5","2","1"
"2008","11","2","1"
"2009","1","6","1"
"2009","4","2","1"
"2010","1","1","1"
"2014","1","5","2"
"2014","3","3","8"
"2017","1","1","1"
"2018","1","5","4"
"2019","1","5","4"
"2019","3","9","1"
"2019","4","2","1"
"2019","5","4","7"
"2019","7","2","2"
"2019","9","2","3"
"2019","10","4","3"
"2019","11","5","1"
"2019","12","7","7"
"2020","1","3","1"
"2021","1","6","1"
"2021","3","5","5"
"2021","4","3","6"
"2021","5","1","3"
"2026","1","6","1"
"2026","3","5","4"
"2027","1","1","1"
"2028","3","1","1"
"2029","4","1","1"
"2030","1","3","4"
"2030","3","8","7"
"2030","4","1","1"
"2030","5","4","4"
"2030","11","2","2"
"2030","12","1","1"
"2030","13","1","1"
"2032","1","5","5"
"2033","1","1","2"
"2034","3","1","7"
"2037","1","4","3"
"2038","1","2","3"
"2040","1","2","2"
"2040","4","2","7"
"2046","1","6","1"
"2046","3","8","4"
"2046","4","3","4"
"2046","5","1","2"
"2046","9","2","3"
"2046","10","1","1"
"2049","1","5","4"
"2049","3","4","6"
"2051","1","6","7"
"2051","3","9","1"
"2051","4","2","2"
"2051","12","2","1"
"2053","1","2","1"
"2053","3","1","1"
"2055","1","5","2"
"2056","1","6","7"
"2056","3","2","7"
"2056","4","2","1"
"2056","5","2","3"
"2056","7","2","5"
"2056","9","2","1"
"2056","10","4","1"
"2056","11","2","2"
"2056","12","7","4"
"2056","13","1","1"
"2057","1","6","2"
"2057","3","1","7"
"2057","4","4","1"
"2057","5","4","4"
"2057","7","1","4"
"2057","9","2","5"
"2057","10","1","1"
"2057","11","4","5"
"2057","12","7","7"
"2058","1","2","3"
"2058","3","8","7"
"2058","4","4","1"
"2058","5","1","1"
"2060","1","6","6"
"2060","3","1","7"
"2060","4","4","1"
"2060","5","4","6"
"2060","7","2","4"
"2060","9","2","5"
"2060","10","4","3"
"2060","11","5","3"
"2060","12","7","7"
"2060","13","2","2"
"2060","14","1","4"
"2060","15","1","1"
"2060","16","1","5"
"2061","1","5","4"
"2061","3","6","3"
"2061","4","4","1"
"2061","5","1","1"
"2062","1","5","4"
"2063","1","5","2"
"2063","3","8","6"
"2063","4","4","1"
"2063","5","4","6"
"2063","7","1","1"
"2063","9","2","5"
"2063","10","4","3"
"2063","11","5","3"
"2063","12","7","7"
"2063","13","3","1"
"2063","14","2","1"
"2064","1","6","7"
"2064","3","1","1"
"2067","1","3","3"
"2067","3","9","1"
"2067","4","3","5"
"2067","5","4","5"
"2067","7","2","5"
"2067","9","2","1"
"2067","10","1","1"
"2067","11","1","1"
"2067","12","1","1"
"2070","1","2","1"
"2071","1","4","1"
"2071","3","4","5"
"2071","4","2","7"
"2071","5","1","2"
"2074","1","6","7"
"2074","3","3","1"
"2074","4","2","2"
"2074","5","2","6"
"2075","1","2","1"
"2075","3","1","1"
"2079","1","6","7"
"2079","3","3","1"
"2079","4","2","1"
"2079","5","3","2"
"2079","7","2","5"
"2079","9","2","5"
"2079","12","7","3"
"2080","1","1","2"
"2081","1","5","1"
"2081","3","2","9"
"2082","1","6","7"
"2082","3","2","6"
"2082","4","1","1"
"2083","1","6","7"
"2083","3","3","1"
"2083","4","3","1"
"2083","5","4","7"
"2084","1","6","6"
"2084","3","1","1"
"2084","4","1","1"
"2084","7","1","1"
"2084","9","1","1"
"2084","10","1","1"
"2084","11","1","1"
"2084","12","1","1"
"2084","13","1","1"
"2084","14","1","1"
"2084","15","1","1"
"2084","16","1","1"
"2086","9","2","5"
"2086","10","3","3"
"2086","12","7","7"
"2086","13","1","2"
"2088","1","1","1"
"2089","1","5","1"
"2091","1","2","3"
"2094","1","1","1"
"2095","3","1","1"
"2096","1","6","7"
"2096","3","5","4"
"2100","1","6","4"
"2100","3","8","3"
"2100","4","2","1"
"2101","4","4","1"
"2102","1","6","7"
"2102","3","3","7"
"2102","9","2","2"
"2102","10","3","2"
"2102","11","3","3"
"2102","12","1","1"
"2102","13","1","2"
"2102","15","1","3"
"2103","4","1","1"
"2106","1","6","7"
"2106","3","5","1"
"2106","4","1","1"
"2108","4","2","1"
"2111","1","1","1"
"2112","1","1","2"
"2119","1","2","1"
"2123","1","1","1"
"2127","3","1","3"
"2131","1","6","7"
"2131","3","9","1"
"2131","4","3","7"
"2131","5","4","1"
"2136","1","4","4"
"2136","3","2","2"
"2136","4","2","1"
"2136","5","1","7"
"2136","12","1","1"
"2137","4","1","1"
"2138","12","2","1"
"2139","1","6","7"
"2139","3","3","3"
"2139","4","2","1"
"2139","9","1","3"
"2142","1","1","1"
"2142","14","1","1"
"2143","1","5","5"
"2143","3","9","1"
"2151","1","6","6"
"2152","1","5","1"
"2154","3","1","1"
"2155","1","3","3"
"2157","15","1","1"
"2164","1","1","2"
"2166","1","5","4"
"2166","3","3","5"
"2168","1","1","1"
"2169","1","2","3"
"2169","3","6","5"
"2170","11","1","1"
"2173","1","2","1"
"2173","3","1","7"
"2176","1","1","1"
"2179","1","6","7"
"2179","3","8","6"
"2184","1","6","6"
"2184","3","9","1"
"2184","4","3","6"
"2184","5","4","6"
"2184","7","2","4"
"2184","9","2","5"
"2184","10","1","1"
"2184","11","1","1"
"2184","12","1","1"
"2184","13","3","1"
"2184","14","3","1"
"2184","15","1","2"
"2184","16","2","2"
"2185","1","3","2"
"2186","1","6","7"
"2186","3","7","2"
"2186","4","1","1"
"2187","3","9","1"
"2187","4","3","4"
"2188","1","5","4"
"2189","1","1","3"
"2189","3","2","7"
"2189","4","3","3"
"2191","1","6","1"
"2191","3","7","11"
"2191","4","4","1"
"2191","5","4","7"
"2191","7","1","6"
"2191","9","1","1"
"2192","1","1","2"
"2192","3","6","4"
"2192","4","2","1"
"2192","5","4","6"
"2192","7","2","1"
"2192","9","2","5"
"2192","10","4","3"
"2192","11","5","3"
"2192","12","7","7"
"2192","13","1","2"
"2192","14","2","1"
"2192","15","1","1"
"2192","16","1","1"
"2193","1","1","2"
"2194","1","4","1"
"2194","3","9","1"
"2194","4","3","5"
"2194","5","2","6"
"2195","1","6","5"
"2195","3","3","1"
"2195","4","1","1"
"2195","5","2","9"
"2195","7","1","1"
"2195","9","2","5"
"2195","12","1","1"
"2196","1","6","7"
"2196","3","8","7"
"2197","1","1","2"
"2197","3","4","4"
"2198","5","1","1"
"2199","1","6","1"
"2199","3","8","6"
"2199","4","3","6"
"2199","5","4","6"
"2199","7","2","5"
"2199","9","2","3"
"2199","10","1","1"
"2199","11","1","2"
"2199","12","2","5"
"2203","1","6","7"
"2203","3","4","1"
"2203","4","3","2"
"2203","5","1","1"
"2204","1","2","2"
"2204","3","1","1"
"2208","1","3","1"
"2213","4","1","1"
"2219","12","3","1"
"2221","11","1","1"
"2224","1","1","1"
"2226","1","1","1"
"2226","3","4","2"
"2230","1","1","1"
"2231","9","2","5"
"2235","4","2","1"
"2237","1","1","1"
"2240","4","1","1"
"2242","13","2","3"
"2242","15","1","1"
"2244","13","2","3"
"2246","13","3","9"
"2247","13","3","1"
"2250","13","2","3"
"2250","14","1","4"
"2250","15","1","1"
"2252","1","1","2"
"2253","3","4","1"
"2255","3","3","2"
"2256","1","1","2"
"2256","3","5","1"
"2259","1","1","2"
"2261","1","1","1"
"2267","1","6","6"
"2267","3","1","1"
"2267","4","2","4"
"2267","5","2","9"
"2267","9","1","1"
"2267","13","1","1"
"2267","15","1","3"
"2268","1","1","1"
"2268","3","1","1"
"2272","1","2","2"
"2276","10","1","1"
"2278","1","1","1"
"2279","1","2","1"
"2280","1","1","1"
